Account,Invoice Number,Allocation Title,Invoice Status,Date,Due Date,Invoice Total,Last Paid Date,Paid,Due
30013500787,103186,07012025 - 1021,Authorized,3/1/2026 0:00,3/16/2026 0:00,137.47,,0,137.47
35010177042,103071,07012025 - 1078,Authorized,3/1/2026 0:00,3/16/2026 0:00,14.14,,0,14.14
30013860975,103021,07012025 - 805,Authorized,3/1/2026 0:00,3/16/2026 0:00,51.36,,0,51.36
35017003803,103308,07012025 - 908,Authorized,3/1/2026 0:00,3/16/2026 0:00,38.8,,0,38.8
35013357187,103062,07012025 - 883,Authorized,3/1/2026 0:00,3/16/2026 0:00,5.63,,0,5.63
35015052562,103098,07012025 - 1003,Authorized,3/1/2026 0:00,3/16/2026 0:00,168.8,,0,168.8
35015859917,103032,07012025 - 917,Authorized,3/1/2026 0:00,3/16/2026 0:00,58.08,,0,58.08
30014595935,103127,07012025 - 1091,Uncollectible,3/1/2026 0:00,3/16/2026 0:00,0,,0,0
30012992258,103174,07012025 - 902,Paid,3/1/2026 0:00,3/16/2026 0:00,0,,0,0
30011123566,103145,07012025 - 1087,Authorized,3/1/2026 0:00,3/16/2026 0:00,17.51,,0,17.51
30015866442,103209,07012025 - 857,Paid,3/1/2026 0:00,3/16/2026 0:00,0,,0,0
35012697021,102951,07012025 - 1146,Authorized,3/1/2026 0:00,3/16/2026 0:00,6.53,,0,6.53
35011239734,103143,07012025 - 859,Paid,3/1/2026 0:00,3/16/2026 0:00,0,,0,0
30015266536,103055,07012025 - 916,Authorized,3/1/2026 0:00,3/16/2026 0:00,50,,0,50
35013911223,103246,07012025 - 827,Authorized,3/1/2026 0:00,3/16/2026 0:00,54.26,,0,54.26
35016832863,103314,07012025 - 776,Authorized,3/1/2026 0:00,3/16/2026 0:00,73.76,,0,73.76
35011447469,102955,07012025 - 1110,Authorized,3/1/2026 0:00,3/16/2026 0:00,27.82,,0,27.82
35012373532,103056,07012025 - 858,Authorized,3/1/2026 0:00,3/16/2026 0:00,28.27,,0,28.27
35014300954,102827,07012025 - 767,Authorized,3/1/2026 0:00,3/16/2026 0:00,32.08,,0,32.08
30013352437,103091,07012025 - 707,Authorized,3/1/2026 0:00,3/16/2026 0:00,36.56,,0,36.56
35012787632,102871,07012025 - 686,Authorized,3/1/2026 0:00,3/16/2026 0:00,25.13,,0,25.13
30015162768,102889,07012025 - 1143,Authorized,3/1/2026 0:00,3/16/2026 0:00,26.25,,0,26.25
30014110842,103116,07012025 - 983,Paid,3/1/2026 0:00,3/16/2026 0:00,0,,0,0
35013484791,103268,07012025 - 878,Authorized,3/1/2026 0:00,3/16/2026 0:00,130.25,,0,130.25
30015235895,103205,07012025 - 949,Authorized,3/1/2026 0:00,3/16/2026 0:00,18.85,,0,18.85
30011176887,103129,07012025 - 696,Authorized,3/1/2026 0:00,3/16/2026 0:00,7.42,,0,7.42
30013680381,102985,07012025 - 918,Paid,3/1/2026 0:00,3/16/2026 0:00,0,,0,0
30014894619,102984,07012025 - 759,Authorized,3/1/2026 0:00,3/16/2026 0:00,6.75,,0,6.75
35010035463,103259,07012025 - 1074,Authorized,3/1/2026 0:00,3/16/2026 0:00,26.48,,0,26.48
30014188210,103243,07012025 - 1020,Authorized,3/1/2026 0:00,3/16/2026 0:00,91.58,,0,91.58
35013145400,102873,07012025 - 817,Authorized,3/1/2026 0:00,3/16/2026 0:00,7.65,,0,7.65
30014259508,103038,07012025 - 1026,Authorized,3/1/2026 0:00,3/16/2026 0:00,18.4,,0,18.4
30014766049,103022,07012025 - 1071,Authorized,3/1/2026 0:00,3/16/2026 0:00,1.73,,0,1.73
30015831362,102892,07012025 - 824,Authorized,3/1/2026 0:00,3/16/2026 0:00,16.84,,0,16.84
30015742650,103245,07012025 - 966,Authorized,3/1/2026 0:00,3/16/2026 0:00,4.76,,0,4.76
30015728774,103166,07012025 - 1174,Authorized,3/1/2026 0:00,3/16/2026 0:00,14.59,,0,14.59
30012832884,103130,07012025 - 838,Authorized,3/1/2026 0:00,3/16/2026 0:00,19.3,,0,19.3
35015029172,103003,07012025 - 751,Authorized,3/1/2026 0:00,3/16/2026 0:00,6.53,,0,6.53
35011535743,103063,07012025 - 1076,Authorized,3/1/2026 0:00,3/16/2026 0:00,31.41,,0,31.41
35016754984,102922,07012025 - 735,Authorized,3/1/2026 0:00,3/16/2026 0:00,46.42,,0,46.42
35015065309,102826,07012025 - 743,Uncollectible,3/1/2026 0:00,3/16/2026 0:00,0,,0,0
35012031106,103270,07012025 - 936,Authorized,3/1/2026 0:00,3/16/2026 0:00,15.72,,0,15.72
30010028238,102949,07012025 - 873,Authorized,3/1/2026 0:00,3/16/2026 0:00,29.61,,0,29.61
35012580581,103041,07012025 - 879,Authorized,3/1/2026 0:00,3/16/2026 0:00,22.44,,0,22.44
30014799206,102979,07012025 - 797,Uncollectible,3/1/2026 0:00,3/16/2026 0:00,0,,0,0
35011227796,103079,07012025 - 717,Authorized,3/1/2026 0:00,3/16/2026 0:00,17.96,,0,17.96
35015925486,103188,07012025 - 1115,Authorized,3/1/2026 0:00,3/16/2026 0:00,22.44,,0,22.44
30013008690,103019,07012025 - 1148,Authorized,3/1/2026 0:00,3/16/2026 0:00,9.66,,0,9.66
35012078560,103294,07012025 - 1177,Authorized,3/1/2026 0:00,3/16/2026 0:00,56.06,,0,56.06
30015130971,103295,07012025 - 781,Paid,3/1/2026 0:00,3/16/2026 0:00,0,,0,0
35011665466,103187,07012025 - 860,Uncollectible,3/1/2026 0:00,3/16/2026 0:00,29.38,,0,29.38
35012687295,102858,07012025 - 1038,Authorized,3/1/2026 0:00,3/16/2026 0:00,15.5,,0,15.5
30010276290,103004,07012025 - 1067,Uncollectible,3/1/2026 0:00,3/16/2026 0:00,0,,0,0
35010667588,103168,07012025 - 782,Authorized,3/1/2026 0:00,3/16/2026 0:00,22.66,,0,22.66
35015163823,102847,07012025 - 1147,Authorized,3/1/2026 0:00,3/16/2026 0:00,39.02,,0,39.02
35014257055,103033,07012025 - 750,Authorized,3/1/2026 0:00,3/16/2026 0:00,22.89,,0,22.89
35011829799,102958,07012025 - 1136,Authorized,3/1/2026 0:00,3/16/2026 0:00,34.54,,0,34.54
35011514193,103303,07012025 - 692,Authorized,3/1/2026 0:00,3/16/2026 0:00,79.59,,0,79.59
35011287212,103139,07012025 - 679,Authorized,3/1/2026 0:00,3/16/2026 0:00,50,,0,50
35011638901,103060,07012025 - 954,Authorized,3/1/2026 0:00,3/16/2026 0:00,10.34,,0,10.34
35017214475,102959,07012025 - 851,Authorized,3/1/2026 0:00,3/16/2026 0:00,4.54,,0,4.54
35013805920,102875,07012025 - 909,Paid,3/1/2026 0:00,3/16/2026 0:00,19.52,3/2/2026 20:13,19.52,0
30015820498,103138,07012025 - 1032,Authorized,3/1/2026 0:00,3/16/2026 0:00,1.4,,0,1.4
35012083057,103236,07012025 - 738,Authorized,3/1/2026 0:00,3/16/2026 0:00,13.25,,0,13.25
35013327875,103202,07012025 - 961,Authorized,3/1/2026 0:00,3/16/2026 0:00,39.47,,0,39.47
30015262733,103248,07012025 - 723,Paid,3/1/2026 0:00,3/16/2026 0:00,0,,0,0
30014375874,102944,07012025 - 1048,Authorized,3/1/2026 0:00,3/16/2026 0:00,100.44,,0,100.44
30014686395,103118,07012025 - 834,Paid,3/1/2026 0:00,3/16/2026 0:00,33.64,3/3/2026 17:10,33.64,0
30013519068,103221,07012025 - 1137,Paid,3/1/2026 0:00,3/16/2026 0:00,0,,0,0
35016790095,103152,07012025 - 934,Authorized,3/1/2026 0:00,3/16/2026 0:00,37.46,,0,37.46
35016595932,103007,07012025 - 801,Authorized,3/1/2026 0:00,3/16/2026 0:00,15.27,,0,15.27
30011471007,102963,07012025 - 1004,Paid,3/1/2026 0:00,3/16/2026 0:00,0,,0,0
35010402309,103285,07012025 - 1145,Authorized,3/1/2026 0:00,3/16/2026 0:00,49.11,,0,49.11
30013362352,103310,07012025 - 1097,Authorized,3/1/2026 0:00,3/16/2026 0:00,6.31,,0,6.31
30016054121,103258,07012025 - 935,Authorized,3/1/2026 0:00,3/16/2026 0:00,0.11,,0,0.11
35015128669,102843,07012025 - 832,Authorized,3/1/2026 0:00,3/16/2026 0:00,75.56,,0,75.56
30015521922,103249,07012025 - 864,Authorized,3/1/2026 0:00,3/16/2026 0:00,20.2,,0,20.2
30010399266,103044,07012025 - 1103,Authorized,3/1/2026 0:00,3/16/2026 0:00,58.3,,0,58.3
35016316347,102894,07012025 - 1064,Paid,3/1/2026 0:00,3/16/2026 0:00,0,,0,0
30013649113,103160,07012025 - 777,Paid,3/1/2026 0:00,3/16/2026 0:00,0,,0,0
30013990087,103179,07012025 - 798,Authorized,3/1/2026 0:00,3/16/2026 0:00,8.32,,0,8.32
35013093022,103025,07012025 - 1176,Authorized,3/1/2026 0:00,3/16/2026 0:00,43.28,,0,43.28
30014409269,102849,07012025 - 713,Authorized,3/1/2026 0:00,3/16/2026 0:00,68.16,,0,68.16
30012638448,103103,07012025 - 972,Authorized,3/1/2026 0:00,3/16/2026 0:00,21.99,,0,21.99
35011674716,103296,07012025 - 1041,Paid,3/1/2026 0:00,3/16/2026 0:00,0,,0,0
30011092845,102866,07012025 - 911,Authorized,3/1/2026 0:00,3/16/2026 0:00,3.68,,0,3.68
35010397244,102946,07012025 - 847,Paid,3/1/2026 0:00,3/16/2026 0:00,0,,0,0
35012524753,102859,07012025 - 1070,Authorized,3/1/2026 0:00,3/16/2026 0:00,59.64,,0,59.64
35014616318,103253,07012025 - 1047,Authorized,3/1/2026 0:00,3/16/2026 0:00,48.66,,0,48.66
35016167641,103237,07012025 - 989,Authorized,3/1/2026 0:00,3/16/2026 0:00,35.44,,0,35.44
35016457554,102903,07012025 - 1051,Authorized,3/1/2026 0:00,3/16/2026 0:00,36.34,,0,36.34
30014927336,102981,07012025 - 1112,Paid,3/1/2026 0:00,3/16/2026 0:00,0.11,3/2/2026 15:11,0.11,0
30015395095,103045,07012025 - 993,Authorized,3/1/2026 0:00,3/16/2026 0:00,1.84,,0,1.84
35012394694,103192,07012025 - 1166,Paid,3/1/2026 0:00,3/16/2026 0:00,0,,0,0
30015210195,102954,07012025 - 742,Paid,3/1/2026 0:00,3/16/2026 0:00,0,,0,0
30015233189,103124,07012025 - 1006,Authorized,3/1/2026 0:00,3/16/2026 0:00,23.56,,0,23.56
35011208929,103034,07012025 - 897,Authorized,3/1/2026 0:00,3/16/2026 0:00,8.38,,0,8.38
30015939215,103211,07012025 - 1056,Authorized,3/1/2026 0:00,3/16/2026 0:00,25.58,,0,25.58
35012636805,102973,07012025 - 788,Authorized,3/1/2026 0:00,3/16/2026 0:00,12.13,,0,12.13
35012408833,103203,07012025 - 962,Authorized,3/1/2026 0:00,3/16/2026 0:00,60.1,,0,60.1
35011408743,102880,07012025 - 1100,Authorized,3/1/2026 0:00,3/16/2026 0:00,24.68,,0,24.68
35014142521,103208,07012025 - 952,Authorized,3/1/2026 0:00,3/16/2026 0:00,11.91,,0,11.91
30010996772,102908,07012025 - 1053,Authorized,3/1/2026 0:00,3/16/2026 0:00,22.89,,0,22.89
35014914408,103028,07012025 - 1135,Authorized,3/1/2026 0:00,3/16/2026 0:00,16.61,,0,16.61
35011768229,103218,07012025 - 887,Authorized,3/1/2026 0:00,3/16/2026 0:00,0.11,,0,0.11
30012291313,103089,07012025 - 1069,Authorized,3/1/2026 0:00,3/16/2026 0:00,39.47,,0,39.47
35010513113,103206,07012025 - 884,Authorized,3/1/2026 0:00,3/16/2026 0:00,11.91,,0,11.91
35010423370,103087,07012025 - 920,Paid,3/1/2026 0:00,3/16/2026 0:00,0,,0,0
30014245143,102974,07012025 - 942,Authorized,3/1/2026 0:00,3/16/2026 0:00,9.66,,0,9.66
35012587206,102941,07012025 - 1007,Authorized,3/1/2026 0:00,3/16/2026 0:00,22.66,,0,22.66
35016059384,103084,07012025 - 721,Uncollectible,3/1/2026 0:00,3/16/2026 0:00,0,,0,0
35011336936,103215,07012025 - 875,Paid,3/1/2026 0:00,3/16/2026 0:00,0,,0,0
30014853946,103043,07012025 - 778,Authorized,3/1/2026 0:00,3/16/2026 0:00,56.06,,0,56.06
35012005977,103293,07012025 - 984,Authorized,3/1/2026 0:00,3/16/2026 0:00,13.25,,0,13.25
35010704886,103076,07012025 - 662,Authorized,3/1/2026 0:00,3/16/2026 0:00,50,,0,50
35012334401,103264,07012025 - 985,Authorized,3/1/2026 0:00,3/16/2026 0:00,3.89,,0,3.89
35015877414,103200,07012025 - 843,Paid,3/1/2026 0:00,3/16/2026 0:00,0,,0,0
30015041863,103199,07012025 - 876,Authorized,3/1/2026 0:00,3/16/2026 0:00,21.32,,0,21.32
30013828899,102878,07012025 - 813,Paid,3/1/2026 0:00,3/16/2026 0:00,0,,0,0
35015967231,102828,07012025 - 773,Authorized,3/1/2026 0:00,3/16/2026 0:00,29.38,,0,29.38
35014332692,103017,07012025 - 1170,Paid,3/1/2026 0:00,3/16/2026 0:00,0,,0,0
35017309911,103254,07012025 - 823,Authorized,3/1/2026 0:00,3/16/2026 0:00,29.61,,0,29.61
35011237985,103266,07012025 - 685,Paid,3/1/2026 0:00,3/16/2026 0:00,0,,0,0
35010814891,103276,07012025 - 861,Uncollectible,3/1/2026 0:00,3/16/2026 0:00,2.7,,0,2.7
30015076471,103014,07012025 - 725,Authorized,3/1/2026 0:00,3/16/2026 0:00,40.6,,0,40.6
30013952228,103097,07012025 - 757,Authorized,3/1/2026 0:00,3/16/2026 0:00,62.56,,0,62.56
35014704155,102914,07012025 - 928,Paid,3/1/2026 0:00,3/16/2026 0:00,0,,0,0
35011944937,103273,07012025 - 672,Authorized,3/1/2026 0:00,3/16/2026 0:00,9.66,,0,9.66
30014881376,103144,07012025 - 1081,Authorized,3/1/2026 0:00,3/16/2026 0:00,27.82,,0,27.82
35016644201,103026,07012025 - 720,Authorized,3/1/2026 0:00,3/16/2026 0:00,27.82,,0,27.82
30012318066,103015,07012025 - 1061,Paid,3/1/2026 0:00,3/16/2026 0:00,0,,0,0
35013329905,103241,07012025 - 1132,Authorized,3/1/2026 0:00,3/16/2026 0:00,3.25,,0,3.25
30013313678,103016,07012025 - 660,Authorized,3/1/2026 0:00,3/16/2026 0:00,38.8,,0,38.8
35012469215,103274,07012025 - 802,Authorized,3/1/2026 0:00,3/16/2026 0:00,9.21,,0,9.21
30014596263,103178,07012025 - 963,Authorized,3/1/2026 0:00,3/16/2026 0:00,33.2,,0,33.2
30015191957,103052,07012025 - 1030,Authorized,3/1/2026 0:00,3/16/2026 0:00,5.3,,0,5.3
35014103622,103282,07012025 - 1130,Paid,3/1/2026 0:00,3/16/2026 0:00,0,,0,0
35012656621,102936,07012025 - 666,Authorized,3/1/2026 0:00,3/16/2026 0:00,55.27,,0,55.27
30015816223,103267,07012025 - 1157,Authorized,3/1/2026 0:00,3/16/2026 0:00,31.63,,0,31.63
35010711741,102934,07012025 - 1055,Authorized,3/1/2026 0:00,3/16/2026 0:00,7.2,,0,7.2
30011419691,102948,07012025 - 837,Authorized,3/1/2026 0:00,3/16/2026 0:00,107.83,,0,107.83
30013131617,103263,07012025 - 745,Uncollectible,3/1/2026 0:00,3/16/2026 0:00,0,,0,0
35012906992,103131,07012025 - 1120,Authorized,3/1/2026 0:00,3/16/2026 0:00,39.69,,0,39.69
30012423098,103046,07012025 - 755,Authorized,3/1/2026 0:00,3/16/2026 0:00,3.46,,0,3.46
35016819779,102966,07012025 - 688,Authorized,3/1/2026 0:00,3/16/2026 0:00,50.24,,0,50.24
35011239064,102911,07012025 - 829,Paid,3/1/2026 0:00,3/16/2026 0:00,0,,0,0
30012703036,102863,07012025 - 959,Authorized,3/1/2026 0:00,3/16/2026 0:00,78.47,,0,78.47
35013589854,103297,07012025 - 766,Authorized,3/1/2026 0:00,3/16/2026 0:00,17.06,,0,17.06
35014902304,103029,07012025 - 1017,Paid,3/1/2026 0:00,3/16/2026 0:00,0,,0,0
35010864490,103233,07012025 - 931,Authorized,3/1/2026 0:00,3/16/2026 0:00,18.4,,0,18.4
30015818039,103184,07012025 - 910,Authorized,3/1/2026 0:00,3/16/2026 0:00,30.51,,0,30.51
30013680381,102931,11012025 - 2569,Paid,3/1/2026 0:00,3/16/2026 0:00,0,,0,0
35014760751,103095,07012025 - 1044,Authorized,3/1/2026 0:00,3/16/2026 0:00,59.42,,0,59.42
30012734940,103292,07012025 - 906,Authorized,3/1/2026 0:00,3/16/2026 0:00,25.13,,0,25.13
35011413990,102895,07012025 - 1153,Authorized,3/1/2026 0:00,3/16/2026 0:00,0.11,,0,0.11
30014670225,103230,07012025 - 693,Authorized,3/1/2026 0:00,3/16/2026 0:00,28.71,,0,28.71
30015255182,103306,07012025 - 1117,Authorized,3/1/2026 0:00,3/16/2026 0:00,13.7,,0,13.7
35010718639,102845,07012025 - 1139,Authorized,3/1/2026 0:00,3/16/2026 0:00,20.2,,0,20.2
35012376550,102883,07012025 - 1043,Authorized,3/1/2026 0:00,3/16/2026 0:00,0.65,,0,0.65
35016485456,103109,07012025 - 761,Authorized,3/1/2026 0:00,3/16/2026 0:00,23.34,,0,23.34
30015163519,102824,07012025 - 844,Authorized,3/1/2026 0:00,3/16/2026 0:00,30.07,,0,30.07
30015246710,102969,07012025 - 671,Authorized,3/1/2026 0:00,3/16/2026 0:00,41.49,,0,41.49
35012803926,103128,07012025 - 1063,Authorized,3/1/2026 0:00,3/16/2026 0:00,41.27,,0,41.27
30015787325,102937,07012025 - 1015,Authorized,3/1/2026 0:00,3/16/2026 0:00,37.9,,0,37.9
35012789034,103023,07012025 - 891,Authorized,3/1/2026 0:00,3/16/2026 0:00,42.61,,0,42.61
35014998013,103252,07012025 - 718,Authorized,3/1/2026 0:00,3/16/2026 0:00,24.68,,0,24.68
30015149179,102852,07012025 - 709,Authorized,3/1/2026 0:00,3/16/2026 0:00,42.39,,0,42.39
35013714098,103100,07012025 - 1001,Authorized,3/1/2026 0:00,3/16/2026 0:00,38.35,,0,38.35
35011358591,103228,07012025 - 944,Authorized,3/1/2026 0:00,3/16/2026 0:00,14.37,,0,14.37
35015142108,103212,07012025 - 803,Paid,3/1/2026 0:00,3/16/2026 0:00,0,,0,0
30014985607,102906,07012025 - 695,Authorized,3/1/2026 0:00,3/16/2026 0:00,4.76,,0,4.76
30011541296,103193,07012025 - 866,Authorized,3/1/2026 0:00,3/16/2026 0:00,32.08,,0,32.08
35011055783,103070,07012025 - 969,Authorized,3/1/2026 0:00,3/16/2026 0:00,61.44,,0,61.44
30010525423,103150,07012025 - 877,Authorized,3/1/2026 0:00,3/16/2026 0:00,6.08,,0,6.08
35014851477,102888,07012025 - 729,Authorized,3/1/2026 0:00,3/16/2026 0:00,8.99,,0,8.99
30013751505,103183,07012025 - 730,Authorized,3/1/2026 0:00,3/16/2026 0:00,16.84,,0,16.84
30013991770,102890,07012025 - 1126,Authorized,3/1/2026 0:00,3/16/2026 0:00,47.1,,0,47.1
30015861047,102872,07012025 - 785,Paid,3/1/2026 0:00,3/16/2026 0:00,0,,0,0
35013031030,103217,07012025 - 946,Authorized,3/1/2026 0:00,3/16/2026 0:00,7.72,,0,7.72
35014140210,102970,07012025 - 1106,Authorized,3/1/2026 0:00,3/16/2026 0:00,25.36,,0,25.36
30017001634,103198,09012025 - 1669,Authorized,3/1/2026 0:00,3/16/2026 0:00,27.37,,0,27.37
30014983578,102868,07012025 - 747,Paid,3/1/2026 0:00,3/16/2026 0:00,21.99,3/2/2026 0:17,21.99,0
35010967749,102865,07012025 - 970,Authorized,3/1/2026 0:00,3/16/2026 0:00,4.54,,0,4.54
35014287888,103299,07012025 - 733,Authorized,3/1/2026 0:00,3/16/2026 0:00,29.61,,0,29.61
35013024217,103223,07012025 - 1022,Authorized,3/1/2026 0:00,3/16/2026 0:00,19.75,,0,19.75
30014377953,102819,07012025 - 1072,Uncollectible,3/1/2026 0:00,3/16/2026 0:00,0,,0,0
35016494466,103137,07012025 - 996,Authorized,3/1/2026 0:00,3/16/2026 0:00,81.39,,0,81.39
30015763441,103120,07012025 - 705,Authorized,3/1/2026 0:00,3/16/2026 0:00,2.59,,0,2.59
30016331701,103054,07012025 - 1162,Paid,3/1/2026 0:00,3/16/2026 0:00,0,,0,0
30013836520,102893,07012025 - 809,Authorized,3/1/2026 0:00,3/16/2026 0:00,15.05,,0,15.05
30015676049,103227,07012025 - 974,Authorized,3/1/2026 0:00,3/16/2026 0:00,33.64,,0,33.64
30013046211,102831,07012025 - 1049,Authorized,3/1/2026 0:00,3/16/2026 0:00,0.11,,0,0.11
35016757201,102862,07012025 - 924,Authorized,3/1/2026 0:00,3/16/2026 0:00,34.99,,0,34.99
35011413396,103048,08012025 - 1580,Paid,3/1/2026 0:00,3/16/2026 0:00,0,,0,0
30013650103,103234,07012025 - 968,Paid,3/1/2026 0:00,3/16/2026 0:00,0,,0,0
30010927330,103172,07012025 - 774,Authorized,3/1/2026 0:00,3/16/2026 0:00,89.9,,0,89.9
30015405308,103104,07012025 - 706,Paid,3/1/2026 0:00,3/16/2026 0:00,0,,0,0
30014748021,102991,08012025 - 1576,Uncollectible,3/1/2026 0:00,3/16/2026 0:00,0,,0,0
35010794325,103262,07012025 - 938,Authorized,3/1/2026 0:00,3/16/2026 0:00,5.08,,0,5.08
30015313130,102988,07012025 - 1018,Authorized,3/1/2026 0:00,3/16/2026 0:00,7.2,,0,7.2
30011557805,102876,07012025 - 901,Authorized,3/1/2026 0:00,3/16/2026 0:00,56.06,,0,56.06
30015012666,103170,07012025 - 1113,Paid,3/1/2026 0:00,3/16/2026 0:00,0,,0,0
30015693333,103151,07012025 - 791,Authorized,3/1/2026 0:00,3/16/2026 0:00,36.34,,0,36.34
30013312670,103123,07012025 - 1088,Authorized,3/1/2026 0:00,3/16/2026 0:00,11.37,,0,11.37
30016213990,103075,07012025 - 786,Authorized,3/1/2026 0:00,3/16/2026 0:00,32.3,,0,32.3
30015165860,103286,07012025 - 689,Paid,3/1/2026 0:00,3/16/2026 0:00,0,,0,0
35010331797,102856,07012025 - 726,Paid,3/1/2026 0:00,3/16/2026 0:00,0,,0,0
30015936740,102813,10012025 - 2230,Authorized,3/1/2026 0:00,3/16/2026 0:00,40.6,,0,40.6
30016012749,102976,07012025 - 1123,Paid,3/1/2026 0:00,3/16/2026 0:00,0,,0,0
35012242315,103096,07012025 - 1028,Paid,3/1/2026 0:00,3/16/2026 0:00,0,,0,0
30010395462,103290,10012025 - 1864,Authorized,3/1/2026 0:00,3/16/2026 0:00,57.85,,0,57.85
30013273765,102896,10012025 - 1816,Authorized,3/1/2026 0:00,3/16/2026 0:00,11.68,,0,11.68
35016844702,103013,07012025 - 1000,Authorized,3/1/2026 0:00,3/16/2026 0:00,9.21,,0,9.21
30016294206,103280,07012025 - 821,Authorized,3/1/2026 0:00,3/16/2026 0:00,5.41,,0,5.41
30015426080,103086,07012025 - 1039,Authorized,3/1/2026 0:00,3/16/2026 0:00,3.14,,0,3.14
30016048958,103107,07012025 - 848,Authorized,3/1/2026 0:00,3/16/2026 0:00,24.45,,0,24.45
30010308309,103134,07012025 - 1129,Authorized,3/1/2026 0:00,3/16/2026 0:00,10.79,,0,10.79
35016612711,103059,07012025 - 667,Authorized,3/1/2026 0:00,3/16/2026 0:00,20.65,,0,20.65
30016198670,102929,07012025 - 687,Authorized,3/1/2026 0:00,3/16/2026 0:00,23.56,,0,23.56
30015862649,102881,07012025 - 905,Authorized,3/1/2026 0:00,3/16/2026 0:00,3.03,,0,3.03
35010780308,103141,07012025 - 684,Uncollectible,3/1/2026 0:00,3/16/2026 0:00,0,,0,0
30012036056,103030,07012025 - 842,Authorized,3/1/2026 0:00,3/16/2026 0:00,8.32,,0,8.32
